id,original,base_time,base,small_time,small,medium_time,medium,large_time,large
536,이것도 하나하나의 형태를 가지고 있는 거예요. 그래서 아까 예쁘다의 경우에서는 (예쁘기)/(예쁘가) 어간이고요 뒤에 있는 다가 어미가 되는 거죠.,2.204995394,이것도 하나하나의 형태를 가지고 있는 거예요. 그래서 아까 예쁘다의 경우에는 예쁘가 어간이고요. 뒤에 있는 다가 오미가 되는 거죠.,6.145998955,이것도 하나하나의 형태를 가지고 있는 거예요. 그래서 아까 예쁘다의 경우에는 예쁘가 어간이고요. 뒤에 있는 다가 어미가 되는 거죠.,17.95901132,이것도 하나하나의 형태를 가지고 있는 거예요. 그래서 아까 예쁘다의 경우에서는 예쁘가 어간이고요. 뒤에 있는 다가 어미가 되는 거죠.,33.1639998,이것도 하나하나의 형태를 가지고 있는 거예요. 그래서 아까 예쁘다의 경우에는 예쁘가 어간이고요. 뒤에 있는 다가 어미가 되는 거죠.
537,아/ 이게 용언의 활용이에요. 용.,1.557996273,아 이게 용원의 활용이에요.,4.656017303,아 이게 용어의 활용이에요,13.83899927,아 이게 용원의 활용이에요,26.21001101,아 이게 용언의 활용이에요.
538,뒤에 붙어서 교체되는 부분을 어미라고 부르는 거예요.,1.712998629,뒤에 붙어서 교체되는 부분을 의미이라고 부르는 거예요.,4.957998991,뒤에 붙어서 교체되는 부분은 엄이라고 부르는 거예요.,14.95130062,뒤에 붙어서 교체되는 부분을 어미 라고 부르는 거예요.,28.10923338,뒤에 붙어서 교체되는 부분을 어미이라고 부르는 거예요.
539,이게 설명을 하다 보면 세 가지 말이 서로 막/ 계속 섞여 순환돼서 이해가 잘 안되는 것 같지만 사실은 그렇기 때문에 순환 대해서 설명을 하고 있기 때문에 하나만 이해하면 나머지가 다 설명이 되는 거죠. 어간 어/.,2.774998426,이게 설명을 하다보면 3가지 말이 서로 막 계속 섞여 순산돼서 이해가 잘 안 되는 것 같지만 사실은 그렇기 때문에 수현대 설명을 하고 있기 때문에 하나가 이해하면 나머지가 다 설명이 되는 거죠. 간.,7.110998392,이게 설명을 하다보면 세 가지 말이 서로 막 계속 섞여 순산되서 이해가 잘 안 되는 것 같지만 사실은 그렇기 때문에 순산된 설명을 하고 있기 때문에 하나만 이해하면 나머지가 다 설명이 되는 거죠.,21.69600034,"이게 설명을 하다보면 세 가지 말이 서로 막 계속 순산되서 이해가 잘 안 되는 것 같지만 사실은 그렇기 때문에, 순산된 설명을 하고 있기 때문에 하나만 이해하면 나머지가 다 설명이 되는 거죠. 어...간?",38.28531432,이게 설명을 하다 보면 세 가지 말이 서로 막 계속 섞여 순환돼서 이해가 잘 안 되는 것 같지만 사실은 그렇기 때문에 순환된 설명을 하고 있기 때문에 하나만 이해하면 나머지가 다 설명이 되는 거죠.
540,어미라고 해요. 자/ 그러면 여러분은 이제.,1.44699645,그러면 여러분은 이제,4.528000355,자 그러면 여러분은 이제,13.34600973,그러면 여러분은 이제,25.28299999,자 그러면 여러분은 이제
541,어간 어미라는 말을 들을 때마다 어간 어미가 있다는 건 반드시 동사나 형용사에만 해당하는 말이에요.,2.13999629,어간 어미 라는 말을 들을 때마다 어간 어미가 있다는 건 반드시 동산화 현황사에만 해당하는 말이에요.,6.004014254,어간어미 라는 말을 들을 때마다 어간어미가 있다는 건 반드시 동사나 형용사에만 해나가는 말이에요.,17.64999962,어간어미 라는 말을 들을 때마다 어간어미가 있다는 건 반드시 동사나 현용사에만 해당하는 말이에요.,32.5960114,어간어미라는 말을 들을 때마다 어간어미가 있다는 건 반드시 동사나 형용사에만 해당하는 말이에요.
542,이해하셨죠 그래서 이 니은을 만날 때마다 아/ 니은이라고 막/ 흥분하시면 안 되고 동사 형용사일 때만 니은이라고 하는 것 이.,2.152000189,그래서 이 니은을 만날 때마다 니은이라고만 한골하시면 안 되고 동사 현용사일 때만 니은이라고 하는 것.,6.343999863,이해하셨죠. 그래서 이 니은을 만날 때마다 니은이라고 흥분하시면 안 되고 동사 현웅사일 때만 니은이라고 하는 것.,18.32226729,"이해하셨죠? 그래서 니은을 만날 때마다 니은이라고 흥분하시면 안 되고 동사, 형용사일 때만 니은이라고 하는 것",36.83401036,"이해하셨죠? 그래서 이 ㄴ을 만날 때마다 ㄴ이라고만 흥분하시면 안 되고 동사, 현용사일 때만 ㄴ이라고 하는 것"
543,어간 받침 니은 미음 뒤에 오는 아/ 활용할 때 변하지 않는 그 부분에 제일 끝에 받침이 니은 미음이 오고 그 뒤에 교체되는 어미의 첫소리가 예사소리라면 환경에 따라서 된소리로 교체되기도 한다는 거죠. 자/ 보세요.,3.235996962,어간 바침 니은 미은 뒤에 오는 활용할 때 변하지 않는 그 두 분의 제일 끝에 바침이 니은 미은 이 오고 그 뒤에 교체되는 어미의 첫 소리가 예사 소리 라면 환경에 따라서 된 소리로 교체되기도 한다는 거죠 자 보세요,8.912999153,"어간 받침, 니은, 미음 뒤에 오는 활용할 때 변하지 않는 그 부분의 제일 끝에 받침이 니은, 미음이 오고 그 뒤에 교체되는 어미의 첫 소리가 예사 소리라면 환경에 따라서 된 소리로 교체되기도 한다는 거죠. 자 보세요.",23.41202354,"어간 받침 니음 미음 뒤에 오는, 활용할 때 변하지 않는 그 부분에 제일 끝에 받침이 니음 미음이 오고 그 뒤에 교체된 어미의 첫 소리가 예사 소리라면 환경에 따라서 된 소리로 교체되기도 한다는 거죠. 자 보세요.",45.35100079,"어간 받침 ㄴ, ㅁ 뒤에 오는 활용할 때 변하지 않는 그 부분에 제일 끝에 받침이 ㄴ, ㅁ이 오고 그 뒤에 교체되는 어미의 첫 소리가 예사 소리라면 환경에 따라서 된 소리로 교체되기도 한다는 거죠. 자 보세요"
544,이런 용언이 있다는 거예요. 그래서 활용하잖아요. 담+ 담.,1.759998322,이런 용원이 있다는 거예요. 그래서 활용화잖아요. 다음.,4.934999943,이런 용어는 있다는 거예요. 그래서 활용하잖아요.,14.63300014,이런 용원이 있다는 거예요. 그래서 활용하잖아요.,27.0619998,이런 용언이 있다는 거예요. 그래서 활용하잖아요.
545,담다 담고 담으니 담아서 하고 활용을 하는데 이번에는 이 어간에.,1.840999126,담자 담고 담아서 하고 활용을 하는데 이번에는 이 어간을,5.292999983,담다 담고 담은이 담아서 활용을 하는데 이번에는 이 어간을,16.90899992,"닮다, 닮고, 닮으니, 담아서 하고 활용을 하는데 이번에는 이 어간을",31.9610002,"담다, 담고, 담으니, 담아서 하고 활용을 하는데 이번에는 이 어간을"
546,이 어미가 붙어 있는 거죠. 어간의 마지막 받침이 미음이네요+ 미음이네요 그.,2.027998686,이 어미가 붙어 있는 거죠. 어간의 마지막 다침이 미음이네요. 미음이네요.,5.840999842,이 어미가 붙어있는 거죠. 어간의 마지막 받침이 미음이네요. 미음이네요.,15.75299883,이 어미가 붙어 있는 거죠. 어간의 마지막 받침이 미음이네요.,29.43900108,이 어미가 붙어 있는 거죠. 어간의 마지막 받침이 미음이네요.
547,그리고 뒤에 오는 예사소리가 있네요 기역이 있네요 자/ 그럴 때 어떻게 바뀌었다고요 된소리로 꼬라고 바뀌었다는 거죠.,2.353999615,"그리고 뒤에 오늘 예사 소리가 있네요. 기억이 있네요. 자, 그럴 때 어떻게 바뀌었다고요? 된 소리로 꼭!라고 바뀌었다는 거죠.",6.237000942,그리고 뒤에 오늘 예사 소리가 있네요 기억이 있네요 그럴 때 어떻게 바뀌었다고요? 되는 소리로 꼭!라고 바뀌었다는 거죠,18.6209991,그리고 뒤에 오는 예사 소리가 있네요 기억이 있네요 자 그럴 때 어떻게 바뀌었다고요? 된 소리로 꼬! 라고 바뀌었다는 거죠,35.25399995,그리고 뒤에 오는 예사소리가 있네요. 기억이 있네요. 자 그럴 때 어떻게 바뀌었다고요? 된 소리로 고! 라고 바뀌었다는 거죠.
548,하나를 알면 열을 알아야 되는데 한번 해 볼까요 자/ 어간의 마지막 받침이 미음이고 똑같죠 어미의 첫소리가 예사소리 맞습니다. 자/ 그러면 어떻게 될까요.,2.560997725,하나을 알면 열을 알아야 되는데 한번 해볼까요? 자 어간의 마지막 다침이 미음이고 똑같죠? 어미의 첫 소리가 예사 소리 맞습니다. 자 그러면 어떻게 될까요?,6.689011574,하나를 알면 열을 알아야 되는데 한번 해볼까요. 어간의 마지막 받침이 미음이고 똑같죠. 어미의 첫 소리가 예사 소리 맞습니다. 그러면 어떻게 될까요,20.08700013,하나를 알면 열을 알아야 되는데 한번 해볼까요? 자 어간의 마지막 받침이 미음이고 똑같죠? 어미의 첫 소리가 예사 소리 맞습니다 자 그러면 어떻게 될까요?,36.14517331,하나를 알면 열을 알아야 되는데 한번 해볼까요 자 어간의 마지막 받침이 미음이고 똑같죠 어미의 첫 소리가 예사 소리 맞습니다 자 그러면 어떻게 될까요
549,어간 받침 니은 미음 울림소리 뒤에 오는 예사소리도 된소리로 바뀌어서 발음될 수 있다. 이것도 시험 문제에 자주 나옵니.,2.369996309,어간 맞춤 미은 미은 울림소리 뒤에 오는 예사소리도 된 소리로 바뀌어서 바른될 수 있다. 이것도 시험 좀 자주 나오네.,6.838999748,"어간 받침, 니흥, 밈, 울림 소리, 뒤에 오는 예사 소리도 된 소리로 바뀌어서 발음 될 수 있다. 이것도 시험 문제 자주 나옵니다.",19.53600883,"어간, 마침, 니음, 미음, 울림소리, 뒤에 오는 예사 소리도 된소리로 바뀌어서 발음 될 수 있다. 이것도 시험 문제 자주 나옵니다.",36.54401016,"어간 받침, ㄴ, ㅁ, 울림소리, 뒤에 오는 예사 소리도 된 소리로 바뀌어서 발음될 수 있다. 이것도 시험 문제 자주 나옵니다."
550,어간 어미가 아닐 때 함정을 파는 경우가 많이 있습니다.,1.717997551,어간 오미가 아닐 때 함정을 파는 경우가 많이 있습니다.,5.149001837,"어간, 어미가 아닐 때 함정을 파는 경우가 많이 있습니다.",14.90399861,어간어미가 아닐 때 함정을 파는 경우가 많이 있습니다.,27.89199996,어간 어미가 아닐 때 함정을 파는 경우가 많이 있습니다.
551,그거 잘 기억하시고요 여기 이거는 신발을 (신다는)/(신다라는) 말에서 나온 거예요. 그래서 신발을 신는 것도 (신다고)/(신다라고) 된소리가 되죠.,2.246996641,그것을 잘 기억하시고요. 여기 이거는 신발을 신다 라는 말에서 나온 거예요. 신발을 신는 것도 신다 라고 된 소리가 되죠.,6.099999428,그거 잘 기억하시고요. 여기 이거는 신발을 신다라는 말에서 나온 거에요. 신발을 신는 것도 신다라고 되는 소리가 되죠.,17.88224912,그거 잘 기억하시고요. 여기 이거는 신발을 신다 라는 말에서 나온 거예요. 신발을 신는 것도 신 안 하고 된 소리가 되죠.,33.02632308,그걸 잘 기억하시고요. 여기 이거는 신발을 신다 라는 말에서 나온 거예요. 신발을 신는 것도 신다 라고 되는 소리가 되죠.
552,어간 마지막에 니은 뒤에서 이거 된소리 발음이 일어나는 거예요. 여기도요 신다 신고 이렇게 발음이 됩니다.,2.089996576,"어간 마지막, 네은 뒤에서 이거 된 소리 바름이 일어나는 거예요. 여기도 신다 신고 이렇게 바름 됩니다.",5.552999735,어간 마지막 니은 뒤에서 된 소리 발음이 일어나는 거 여기도 신다 신고 이렇게 발음 됩니다,16.4960103,어간 마지막 니음 뒤에서 이거 된소리 발음이 일어나는 거 여기도 신 따 신 꾸 이렇게 발음 됩니다,31.78746295,어간 마지막 니은 뒤에서 이거 된소리 발음이 일어나는 거에요. 여기도요. 신 따 신 꼬 이렇게 발음 됩니다
553,여러분이 지금 어떤 문법 지식을 많이 가지고 있지는 않겠지만 어미가 아닌 다른 것을 집어넣어서 함정을 파는 경우도 있어요.,2.142998457,여러분이 지금 어떤 문법 지식을 많이 가지고 있지는 않겠지만 어미가 아닌 다른 것을 집어놓아서 함정을 파는 경우도 있어요.,6.192001104,여러분이 지금 어떤 문법 지식을 많이 가지고 있지는 않겠지만 어미가 아닌 다른 것을 집어넣어서 함정을 파는 경우도 있어요.,17.9071269,여러분이 지금 어떤 문법 지식을 많이 가지고 있지는 않겠지만 어미가 아닌 다른 것을 집어넣어서 함정을 파는 경우도 있어요.,36.04966998,여러분이 지금 어떤 문법 지식을 많이 가지고 있지는 않겠지만 어미가 아닌 다른 것을 집어 넣어서 함정을 파는 경우도 있어요
554,만약에 수업시간에 설명을 하셨다면 반드시 출제될 것 같아요.,1.960114479,만약에 수업시간에 설명을 하셨다면 반드시 출제될 것 같아요,5.888042688,만약에 수업시간에 설명을 하셨다면 반드시 출제될 것 같아요.,17.66763353,만약에 수업시간에 설명을 하셨다면 반드시 출제될 것 같아요.,32.12614441,만약에 수업시간에 설명을 하셨다면 반드시 출제될 것 같아요
555,접사라는 게 사실 있거든요.,1.622020483,접사하는 게 사실 있거든요.,5.028481245,접살이라는 게 사실이 있거든요.,14.94115043,접사라는 게 사실 있거든요.,27.88583899,접사라는 게 사실 있거든요
556,내가 신발을 신다는 된소리가 일어나요. 신다 할 때 다가 어미이기 때문에 된소리가 일어나요. 자/ 그런데 여기는 어미가 아니에요. 혹시 아는지 모르겠는데 사동 접사거든요.,2.77300024,내가 신발을 신다는 된 소리가 일어나요. 신다 할 때 다가 어미이기 때문에 된 소리가 일어나요. 그런데 여기는 어미가 아니에요. 혹시 아는지 모르겠는데 사동 접사거든요.,7.392607689,내가 신발을 신다는 된 소리가 일어나요. 신다 할 때 다가 어미이기 때문에 된 소리가 일어나요. 그런데 여기는 어미가 아니에요. 혹시 아는지 모르겠는데 사동 접사거든요.,22.49693418,내가 신발을 신다 는 된소리가 일어나요. 신다 할 때 다가 어미이기 때문에 된소리가 일어나요. 그런데 여기는 어미가 아니에요. 혹시 아는지 모르겠는데 사동 접사 거든요.,40.45547628,내가 신발을 신다는 된소리가 일어나요 신다 할 때 다가 어미이기 때문에 된소리가 일어나요 자 그런데 여기는 어미가 아니에요 혹시 아는지 모르겠는데 사동 접사거든요
